county,county_fips,agency_type,agency_name,street,city,match_status,match_type,matched_address,longitude,latitude,tiger_line_id,side,needs_manual_review,review_reason
Albany,36001,ambulance_als,"Guilderland Emergency Medical Service, Town of",200 Centre Drive,"Guilderland, NY 12203",Match,Non_Exact,"200 CENTRE LN, ALBANY, NY, 12203",-73.862172271734,42.689001186305,18326736,L,False,
Albany,36001,ambulance_als,"Guilderland, Town of",200 Centre Drive,"Albany, NY 12203",Match,Non_Exact,"200 CENTRE LN, ALBANY, NY, 12203",-73.862172271734,42.689001186305,18326736,L,False,
Albany,36001,ambulance_als,"Helderberg Ambulance Squad, Inc.",PO Box 54,"East Berne, NY 12059",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Albany,36001,ambulance_als,"Knox, Town of",PO Box 56,"Knox, NY 12007",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Albany,36001,ambulance_als,New York State Office of Fire Prevention and Control,PO Box 351 Guilderland,"Guilderland, NY 12085",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Albany,36001,ambulance_als,New York State Police - Aviation Unit,739 Albany Shaker Road,"Latham, NY 12110",No_Match,,,,,,,True,No match found -- verify address manually
Albany,36001,ambulance_als,New York State Police - Special Operations Response Team,1220 Washington Avenue,"Albany, NY 12226",Match,Exact,"1220 WASHINGTON AVE, ALBANY, NY, 12226",-73.804728155737,42.680637879162,18344597,L,False,
Albany,36001,ambulance_als,"Onesquethaw Volunteer Fire Company, Inc.",PO Box E,"Clarksville, NY 12041",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Albany,36001,ambulance_als,"Ravena Rescue Squad, Inc.",P.O. Box 144,"Ravena, NY 12143",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Albany,36001,ambulance_als,"SABIC Innovative Plastics, US, LLC",1 Noryl Avenue,"Selkirk, NY 12158",No_Match,,,,,,,True,No match found -- verify address manually
Albany,36001,ambulance_als,SMG,51 South Pearl Street,"Albany, NY 12207",Match,Exact,"51 S PEARL ST, ALBANY, NY, 12207",-73.754461011898,42.646843362026,18341659,R,False,
Albany,36001,ambulance_als,Test CME Agency,875 Central Avenue,"Albany, NY 12203",Match,Non_Exact,"875 CENTRAL AVE, ALBANY, NY, 12206",-73.790610774356,42.680697236414,640452034,R,False,
Albany,36001,ambulance_als,Watervliet Arsenal Fire Department,1 Buffington Street,"Watervliet, NY 12189",Match,Exact,"1 BUFFINGTON ST, WATERVLIET, NY, 12189",-73.706966889638,42.721000426876,18326097,L,False,
Albany,36001,ambulance_als,"Watervliet, City of",116 13th Street,"Watervliet, NY 12189",Match,Exact,"116 13TH ST, WATERVLIET, NY, 12189",-73.702380575587,42.723126837992,18325835,L,False,
Allegany,36003,ambulance_als,"A.E. Crandall Hook and Ladder Co., Inc.",PO Box 582,"Alfred, NY 14802",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Almond, Village of",PO Box 18,"Almond, NY 14804",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Amity Rescue Squad, Inc.",PO Box 202,"Belmont, NY 14813",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Andover Volunteer Ambulance Corp, Inc.",PO Box 726,"Andover, NY 14806",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Belfast Fire Department, Inc.",PO Box 487,"Belfast, NY 14711",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Bolivar Fire Department, Inc.",460 Main Street,"Bolivar, NY 14715",Match,Exact,"460 MAIN ST, BOLIVAR, NY, 14715",-78.168256092222,42.063678082283,82600561,R,False,
Allegany,36003,ambulance_als,"Canaseraga Ambulance, Village of",PO Box 235,"Canaseraga, NY 14822",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Clarksville Ambulance Service, Town of",P.O. Box 64,"West Clarksville, NY 14786",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Cuba Ambulance Service, Town of",15 Water St.,"Cuba, NY 14727",Match,Exact,"15 WATER ST, CUBA, NY, 14727",-78.279868362479,42.218684787318,82597418,R,False,
Allegany,36003,ambulance_als,"Friendship Ambulance, Town of",4 East Main Street,"Friendship, NY 14739",Match,Exact,"4 E MAIN ST, FRIENDSHIP, NY, 14739",-78.133529863177,42.208108450157,82598249,L,False,
Allegany,36003,ambulance_als,"Houghton Volunteer Ambulance Service, Inc.",PO Box 7,"Houghton, NY 14744",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Independence Emergency Squad, Inc.",PO Box 309,"Whitesville, NY 14897",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Medical Transport Service, Inc.",PO Box 586,"Wellsville, NY 14895",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,Richburg Wirt Fire District Ambulance,PO Box 74,"Richburg, NY 14774",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,Rushford Fire District,PO Box 67,"Rushford, NY 14777",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Wellsville Volunteer Ambulance Corps, Inc",PO Box 206,"Wellsville, NY 14895",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Allegany,36003,ambulance_als,"Wm. P. Brooks Hose Company, Number One, of Fillmore, NY",PO Box 238,"Fillmore, NY 14735",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Bronx,36005,ambulance_als,Citywide Mobile Response Corp.,1624 Stillwell Ave,"Bronx, NY 10461",Match,Exact,"1624 STILLWELL AVE, BRONX, NY, 10461",-73.841037445598,40.855177116299,80305659,R,False,
Bronx,36005,ambulance_als,Fordham University EMS,441 East Fordham Road,"Bronx, NY 10458",Match,Exact,"441 E FORDHAM RD, BRONX, NY, 10458",-73.88785510423,40.860056156945,80298989,L,False,
Bronx,36005,ambulance_als,"Lifeline Ambulance Service, Inc.",2593 West 13th St,"Brooklyn, NY 11223",Match,Exact,"2593 W 13TH ST, BROOKLYN, NY, 11223",-73.981947914884,40.584866446474,59090808,L,False,
Bronx,36005,ambulance_als,Medic East Corp,700 Havemeyer Avenue,"Bronx, NY 10473",Match,Exact,"700 HAVEMEYER AVE, BRONX, NY, 10473",-73.845400384461,40.821600933485,80306174,R,False,
Bronx,36005,ambulance_als,Montefiore Medical Center E.M.S.,111 East 210 Street,"Bronx, NY 10466",Match,Non_Exact,"111 E 210TH ST, BRONX, NY, 10467",-73.880738645183,40.87998315045,639349001,L,False,
Bronx,36005,ambulance_als,Rapid EMS LLC,1624 Stillwell Avenue,"Bronx, NY 10461",Match,Exact,"1624 STILLWELL AVE, BRONX, NY, 10461",-73.841037445598,40.855177116299,80305659,R,False,
Bronx,36005,ambulance_als,"Seniorcare Emergency Medical Services, Inc.",700 Havermeyer Avenue,"Bronx, NY 10473",Match,Non_Exact,"700 HAVEMEYER AVE, BRONX, NY, 10473",-73.845400384461,40.821600933485,80306174,R,False,
Bronx,36005,ambulance_als,"Throggs Neck Volunteer Ambulance Corps, Inc.",PO Box 302,"Bronx, NY 10465",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Broome,36007,ambulance_als,"Binghamton Bureau of Fire, City of",38 Hawley St,"Binghamton, NY 13901",No_Match,,,,,,,True,No match found -- verify address manually
Broome,36007,ambulance_als,Broome County Emergency Medical Services,153 VanWinkle Dr PubSafety,"Binghamton, NY 13905",Match,Non_Exact,"153 LT VANWINKLE DR, BINGHAMTON, NY, 13905",-75.91591748538,42.13306050578,639295713,L,False,
Broome,36007,ambulance_als,"Broome Volunteer Emergency Squad, Inc.",PO Box 599,"Binghamton, NY 13902",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Broome,36007,ambulance_als,"Broome Volunteer Emergency Squad, Inc.",PO BOX 599,"Binghamton, NY 13902",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Broome,36007,ambulance_als,"Chenango Ambulance Service, Inc",83 Chenango Bridge Road,"Binghamton, NY 13901",Match,Exact,"83 CHENANGO BRIDGE RD, BINGHAMTON, NY, 13901",-75.880675292499,42.169077647856,46341649,L,False,
Broome,36007,ambulance_als,"Colesville Volunteer Ambulance Service, Inc.",PO Box 62,"Harpursville, NY 13787",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Broome,36007,ambulance_als,"Harpur's Ferry Student Vol. Ambulance Service,Ltd.",P.O. Box 6000,"Binghamton, NY 13905",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Broome,36007,ambulance_als,"Maine Emergency Squad, Inc.",PO Box 194,"Main, NY 13802",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Broome,36007,ambulance_als,"Superior Ambulance Service, Inc.",46 Exchange Street,"Binghamton, NY 13901",Match,Exact,"46 EXCHANGE ST, BINGHAMTON, NY, 13901",-75.909368098145,42.096940511153,46342688,R,False,
Broome,36007,ambulance_als,"Union Volunteer Emergency Squad, Inc.",8 S. Avenue B,"Endwell, NY 13760",Match,Exact,"8 S AVE B, ENDWELL, NY, 13760",-76.021574966335,42.107463900427,46361070,R,False,
Broome,36007,ambulance_als,"Union Volunteer Emergency Squad, Inc.",8 South Avenue B,"Endwell, NY 13762",Match,Non_Exact,"8 S AVE B, ENDWELL, NY, 13760",-76.021574966335,42.107463900427,46361070,R,False,
Broome,36007,ambulance_als,United Health Service Hospitals Inc. EMS,33-57 Harrison St.,"Johnson City, NY 13790",Match,Exact,"33-57 HARRISON ST, JOHNSON CITY, NY, 13790",-75.959054065104,42.114510295474,46340135,L,False,
Broome,36007,ambulance_als,Vestal Volunteer Emergency Squad Inc.,340 Vestal Parkway East,"Vestal, NY 13850",Match,Exact,"340 VESTAL PKWY E, VESTAL, NY, 13850",-76.046492475411,42.087860424297,46360853,R,False,
Broome,36007,ambulance_als,"Vestal Volunteer Emergency Squad, Inc.",340 Vestal Parkway East,"Vestal, NY 13850",Match,Exact,"340 VESTAL PKWY E, VESTAL, NY, 13850",-76.046492475411,42.087860424297,46360853,R,False,
Broome,36007,ambulance_als,"Windsor Emergency Services, Inc.",PO Box 434,"Windsor, NY 13865",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Allegany Rescue and EMS, Inc",PO Box 217,"Allegany, NY 14706",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Avarint, Inc.",11701 Watson Road,"Springville, NY 14141",Match,Exact,"11701 WATSON RD, SPRINGVILLE, NY, 14141",-78.61995972519,42.499908758509,122016098,L,False,
Cattaraugus,36009,ambulance_als,Carrollton Joint Fire District,PO Box 26,"Limestone, NY 14753",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Cattaraugus Area Ambulance Services, Inc.",PO Box 44,"Cattaraugus, NY 14719",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,Cattaraugus County Sheriff's Office SRT,301 Court Street,"Little Valley, NY 14755",No_Match,,,,,,,True,No match found -- verify address manually
Cattaraugus,36009,ambulance_als,"Delevan Volunteer Fire Company, Inc.",PO Box 218,"Delevan, NY 14042",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,East Otto Fire District,8990 Reed Hill Road,"East Otto, NY 14729",Match,Exact,"8990 REED HILL RD, EAST OTTO, NY, 14729",-78.754952601082,42.389379002708,122017412,R,False,
Cattaraugus,36009,ambulance_als,"Ellicottville/Great Valley Ambulance Service, Inc.",PO Box 74,"Ellicottville, NY 14731",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Franklinville Volunteer Fire Company, Inc.",75 North Main Street,"Franklinville, NY 14737",Match,Exact,"75 N MAIN ST, FRANKLINVILLE, NY, 14737",-78.455862236064,42.342652071159,647319628,R,False,
Cattaraugus,36009,ambulance_als,Hinsdale Fire District,3832 Church Street,"Hinsdale, NY 14743",No_Match,,,,,,,True,No match found -- verify address manually
Cattaraugus,36009,ambulance_als,"Ischua Fire Department, Inc.",PO Box 24,"Ischua, NY 14746",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Knapp Creek Volunteer EMS, Inc.",253 State Route 16 South,"Knapp Creek, NY 14760",Match,Non_Exact,"253 STATE RTE 16, KNAPP CREEK, NY, 14760",-78.504861011563,42.007146118996,122030364,R,False,
Cattaraugus,36009,ambulance_als,"Little Valley Volunteer Fire Department, Inc.",101 Third Street,"Little Valley, NY 14755",Match,Exact,"101 3RD ST, LITTLE VALLEY, NY, 14755",-78.795175174817,42.251016757783,122060789,R,False,
Cattaraugus,36009,ambulance_als,Machias Fire District,PO Box 315,"Machias, NY 14101",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Olean Fire Department, City of",542 North Union Street,"Olean, NY 14760",Match,Exact,"542 N UNION ST, OLEAN, NY, 14760",-78.429876144181,42.086470537729,122031435,R,False,
Cattaraugus,36009,ambulance_als,Otto Fire District,PO Box 42,"Otto, NY 14766",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,Portville Fire District,P.O. Box 740,"Portville, NY 14770",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,Randolph Regional EMS Corporation,PO Box 122,"Randolph, NY 14772",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Salamanca Ambulance Service, City of",225 Wildwood Ave,"Salamanca, NY 14779",Match,Exact,"225 WILDWOOD AVE, SALAMANCA, NY, 14779",-78.707482969089,42.156797131088,122037846,R,False,
Cattaraugus,36009,ambulance_als,Seneca EMS,12879 Route 438,"Irving, NY 14081",No_Match,,,,,,,True,No match found -- verify address manually
Cattaraugus,36009,ambulance_als,"South Dayton Volunteer Fire Company No. 1, Inc.",PO Box 88,"South Dayton, NY 14138",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,"Trans Am Ambulance Services, Inc.",305 N 8th Street,"Olean, NY 14760",Match,Exact,"305 N 8TH ST, OLEAN, NY, 14760",-78.440029495094,42.081563340224,658104783,L,False,
Cattaraugus,36009,ambulance_als,"West Valley Volunteer Hose Co., Inc.",PO Box 49,"West Valley, NY 14171",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,Westons Mills Fire District,PO Box 601,"Westons Mills, NY 14788",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cattaraugus,36009,ambulance_als,Yorkshire Fire District,PO Box 145,"Yorkshire, NY 14173",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,Auburn City Ambulance,23 Market Street,"Auburn, NY 13021",Match,Exact,"23 MARKET ST, AUBURN, NY, 13021",-76.565535866228,42.933296751018,640042842,R,False,
Cayuga,36011,ambulance_als,Aurora Ledyard Fire District,PO Box 171,"Aurora, NY 13026",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,"Cato, Ira, Meridian, Victory Ambulance Corps, Inc.",2496 West Main St,"Cato, NY 13033",Match,Exact,"2496 W MAIN ST, CATO, NY, 13033",-76.575284605221,43.167816890753,33505611,R,False,
Cayuga,36011,ambulance_als,"Cayuga Fire Department, Village of",PO Box 315,"Cayuga, NY 13034",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,"Fair Haven Ambulance, Village of",P.O. Box 614,"Fair Haven, NY 13064",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,"Fleming Ambulance No. 1, Inc.",6063 West Lake Road,"Auburn, NY 13021",Match,Exact,"6063 W LAKE RD, AUBURN, NY, 13021",-76.551050175238,42.895628029677,33497483,L,False,
Cayuga,36011,ambulance_als,"Four Town First Aid Squad, Inc.",PO Box 28,"Moravia, NY 13118",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,"Owasco Fire Department, Inc.",7174 Owasco Road,"Auburn, NY 13021",Match,Exact,"7174 OWASCO RD, AUBURN, NY, 13021",-76.545569340443,42.916717053215,33497283,R,False,
Cayuga,36011,ambulance_als,Port Byron Fire Department,PO Box 367,"Port Byron, NY 13140",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,"Southern Cayuga Instant Aid, Inc.",PO Box 7,"Poplar Ridge, NY 13139",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Cayuga,36011,ambulance_als,Throop Fire District,7159 Beech Tree Road,"Auburn, NY 13021",Match,Exact,"7159 BEECH TREE RD, AUBURN, NY, 13021",-76.606363285898,42.963865308415,33527576,L,False,
Cayuga,36011,ambulance_als,"World Racing Group, Inc.",PO Box 240,"Weedsport, NY 13166",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Ashville Fire Department, Inc.",5338 Stow Rd.,"Ashville, NY 14710",Match,Exact,"5338 STOW RD, ASHVILLE, NY, 14710",-79.409633980498,42.153464278172,638847709,L,False,
Chautauqua,36013,ambulance_als,"Bemus Point Volunteer Fire Department, Village of",PO Box 306,"Bemus Point, NY 14712",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Brocton Fire Department, Village of",PO Box 547,"Brocton, NY 14716",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Busti Fire Department, Inc.",886 Mill Road,"Jamestown, NY 14701",Match,Exact,"886 MILL RD, JAMESTOWN, NY, 14701",-79.283249160634,42.037360185783,638880040,R,False,
Chautauqua,36013,ambulance_als,"Cassadaga Volunteer Fire Department, Inc.",PO Box 226,"Cassadaga, NY 14718",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Celoron Hose Company #1, Inc.",PO Box 328,"Celoron, NY 14720",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,Chautauqua County Ambulance Service,28 Maple Street,"Jamestown, NY 14701",Match,Exact,"28 MAPLE ST, JAMESTOWN, NY, 14701",-79.229405904923,42.092003544649,120753474,R,False,
Chautauqua,36013,ambulance_als,Chautauqua County EMS,2 Academy Street Suite A,"Mayville, NY 14757",Match,Non_Exact,"2 ACADEMY ST, MAYVILLE, NY, 14757",-79.506133151006,42.253370275914,120776322,L,False,
Chautauqua,36013,ambulance_als,Chautauqua Fire District #1,PO Box 1289,"Chautauqua, NY 14722",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,Cherry Creek Fire District,PO Box 186,"Cherry Creek, NY 14723",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Dunkirk Fire Department, City of",311 Eagle Street,"Dunkirk, NY 14048",Match,Exact,"311 EAGLE ST, DUNKIRK, NY, 14048",-79.33644341535,42.484329308244,120757354,L,False,
Chautauqua,36013,ambulance_als,"Ellery Center Volunteer Fire Company, Inc.",4400 Dutch Hollow Road,"Bemus Point, NY 14712",Match,Exact,"4400 DUTCH HOLLOW RD, BEMUS POINT, NY, 14712",-79.342715861805,42.17851869788,120781538,R,False,
Chautauqua,36013,ambulance_als,Ellington Fire District #1,P.O. Box 59,"Ellington, NY 14732",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Falconer Volunteer Fire Department, Village of",101 West Main Street,"Falconer, NY 14733",Match,Non_Exact,"101 E MAIN ST, FALCONER, NY, 14733",-79.195881256842,42.121008301757,120753908,L,False,
Chautauqua,36013,ambulance_als,"Findley Lake Volunteer Firemans Association, Inc.",PO Box 158,"Findley Lake, NY 14736",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,Fluvanna Fire District,PO Box 210,"Jamestown, NY 14701",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Forestville Fire Department, Inc.",PO Box 299,"Forestville, NY 14062",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Fredonia Fire Department, Village of",80 West Main Street,"Fredonia, NY 14063",Match,Exact,"80 W MAIN ST, FREDONIA, NY, 14063",-79.333097542826,42.438405125647,120758341,R,False,
Chautauqua,36013,ambulance_als,Frewsburg Fire District,PO Box 3,"Frewsburg, NY 14738",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Gerry Volunteer Fire Department, Inc.",PO Box 182,"Gerry, NY 14740",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Jamestown Fire Department, City of",200 Spring Street,"Jamestown, NY 14701",Match,Exact,"200 SPRING ST, JAMESTOWN, NY, 14701",-79.238603354628,42.095949601946,120752874,R,False,
Chautauqua,36013,ambulance_als,Kennedy Fire District,PO Box 62,"Kennedy, NY 14747",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Kiantone Independent Fire Department, Inc.",2318 Foote Avenue Extension,"Jamestown, NY 14701",No_Match,,,,,,,True,No match found -- verify address manually
Chautauqua,36013,ambulance_als,"Lakewood, Village of",37 JW Packard Boulevard,"Lakewood, NY 14750",Match,Non_Exact,"37 PACKARD WAY, LAKEWOOD, NY, 14750",-79.32697275562,42.104929359417,120751021,L,False,
Chautauqua,36013,ambulance_als,"Maple Springs Fire Company, Inc.",PO Box 100,"Bemus Point, NY 14712",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Mayville Fire Department, Village of",PO Box 188,"Mayville, NY 14757",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,Panama Fire District,PO Box 57,"Panama, NY 14767",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Portland Volunteer Fire Department, Inc.",PO Box 229,"Portland, NY 14769",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,Ripley Fire District,PO Box 47,"Ripley, NY 14775",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Silver Creek Emergency Squad, Village of",162 Central Avenue,"Silver Creek, NY 14136",Match,Exact,"162 CENTRAL AVE, SILVER CREEK, NY, 14136",-79.170416090348,42.545127220699,120755339,R,False,
Chautauqua,36013,ambulance_als,"Sinclairville Volunteer Fire Company No 1, Inc.",PO Box 403,"Sinclairville, NY 14782",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Stanley Hose Company, Inc., The",PO Box 574,"Sherman, NY 14781",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,"Stockton Volunteer Fire Company, Inc.",PO Box 12,"Stockton, NY 14784",No_Match,,,,,,,True,PO Box address -- Census geocoder cannot resolve to a street point
Chautauqua,36013,ambulance_als,W.C.A. Services Corporation,335 East 3rd Street,"Jamestown, NY 14701",Match,Exact,"335 E 3RD ST, JAMESTOWN, NY, 14701",-79.23583560971,42.09719799094,120786388,L,False,
Chautauqua,36013,ambulance_als,"Westfield Fire Department, Village of",23 Elm Street,"Westfield, NY 14787",Match,Exact,"23 ELM ST, WESTFIELD, NY, 14787",-79.576199090133,42.321796822789,120760943,R,False,
Chemung,36015,ambulance_als,"Erway Ambulance Service, Inc.",2030 College Ave,"Elmira Heights, NY 14903",Match,Exact,"2030 COLLEGE AVE, ELMIRA HEIGHTS, NY, 14903",-76.823262732809,42.120142933273,18533083,R,False,
Chenango,36017,ambulance_als,"Afton Hose Co. Emergency Squad, Inc.",15 Spring Street,"Afton, NY 13730",Match,Exact,"15 SPRING ST, AFTON, NY, 13730",-75.527146586647,42.228591213745,46429756,L,False,
Chenango,36017,ambulance_als,Bainbridge Fire District,22 West Main Street,"Bainbridge, NY 13733",Match,Exact,"22 W MAIN ST, BAINBRIDGE, NY, 13733",-75.480140887409,42.293972527114,46428588,L,False,
